# Fuente: PVGIS v5.2 (Photovoltaic Geographical Information System) - Comision Europea, JRC
# Producto: TMY (Typical Meteorological Year), serie horaria (8760 h)
# Endpoint: https://re.jrc.ec.europa.eu/api/v5_2/tmy?lat=4.70&lon=-74.15&outputformat=csv
# Ubicacion: Bogota (Aeropuerto El Dorado, aprox.) - Lat 4.700 N, Lon -74.150, Elev 2547 m
# Nota: cada mes del TMY proviene de un anio real distinto (ver tabla "month,year" mas abajo).
# Descargado: 2026-07-23
# Zona horaria de time(UTC): UTC. Bogota = UTC-5 (sin horario de verano).
# Columnas clave: G(h)=GHI [W/m2], Gb(n)=DNI [W/m2], Gd(h)=DHI [W/m2], T2m=temp aire [C].
# Original de PVGIS sin modificar salvo este encabezado. Regenerar: ver docs/09-validacion.md.
#
Latitude (decimal degrees): 4.700
Longitude (decimal degrees): -74.150
Elevation (m): 2547.0
Irradiance Time Offset (h): 0.0
month,year
1,2010
2,2010
3,2015
4,2008
5,2006
6,2009
7,2013
8,2006
9,2012
10,2007
11,2014
12,2012
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20100110:2000,17.65,73.15,382.0,100.99,318.0,357.4,1.86,273.0,74232.0
20100110:2100,16.47,76.2,338.0,328.24,192.0,351.2,1.93,263.0,74217.0
20100110:2200,15.37,83.7,139.0,228.24,88.0,348.0,1.24,249.0,74290.0
20100110:2300,14.13,87.65,0.0,-0.0,0.0,360.0,1.31,248.0,74341.0
20100111:0000,13.28,91.5,0.0,-0.0,0.0,354.0,1.03,230.0,74415.0
20100111:0100,12.51,98.7,0.0,-0.0,0.0,351.45,0.62,197.0,74503.0
20100111:0200,12.34,98.95,0.0,-0.0,0.0,353.0,0.28,144.0,74561.0
20100111:0300,12.5,98.15,0.0,-0.0,0.0,367.2,0.21,76.0,74576.0
20100111:0400,12.12,98.05,0.0,-0.0,0.0,368.4,0.21,95.0,74583.0
20100111:0500,11.8,98.9,0.0,-0.0,0.0,364.6,0.28,126.0,74583.0
20100111:0600,11.68,99.3,0.0,-0.0,0.0,371.0,0.62,149.0,74547.0
20100111:0700,11.77,99.1,0.0,-0.0,0.0,374.6,0.14,11.0,74510.0
20100111:0800,12.22,98.75,0.0,-0.0,0.0,377.4,0.14,43.0,74473.0
20100111:0900,11.66,99.25,0.0,-0.0,0.0,359.6,0.21,27.0,74481.0
20100111:1000,11.68,97.85,0.0,-0.0,0.0,377.4,0.21,341.0,74510.0
20100111:1100,11.44,98.1,0.0,-0.0,0.0,362.6,0.21,344.0,74583.0
20100111:1200,11.65,96.5,87.0,67.52,74.0,371.4,0.21,32.0,74627.0
20100111:1300,12.58,91.3,275.0,194.08,194.0,368.0,0.55,66.0,74671.0
20100111:1400,14.0,76.2,650.0,902.46,98.0,332.6,0.0,172.0,74657.0
20100111:1500,15.79,64.4,709.0,447.38,368.0,344.4,0.55,271.0,74635.0
20100111:1600,16.77,58.3,837.0,426.21,471.0,356.8,1.03,275.0,74598.0
20100111:1700,17.18,57.25,807.0,384.5,463.0,346.2,1.38,274.0,74495.0
20100111:1800,16.98,59.3,795.0,410.35,439.0,344.8,1.52,278.0,74422.0
20100111:1900,17.96,55.1,698.0,427.34,365.0,364.2,1.59,283.0,74349.0
20100111:2000,17.01,62.8,405.0,127.41,324.0,346.6,1.66,279.0,74305.0
20100111:2100,16.52,68.8,253.0,102.94,207.0,343.6,1.45,273.0,74327.0
20100111:2200,14.51,77.7,156.0,337.11,80.0,337.6,0.83,275.0,74378.0
20100111:2300,13.82,81.15,0.0,-0.0,0.0,340.0,1.03,284.0,74473.0
20100112:0000,12.83,86.4,0.0,-0.0,0.0,327.2,0.69,289.0,74503.0
20100112:0100,11.64,95.25,0.0,-0.0,0.0,313.05,0.34,346.0,74569.0
20100112:0200,10.94,96.15,0.0,-0.0,0.0,319.8,0.69,74.0,74627.0
20100112:0300,9.92,98.75,0.0,-0.0,0.0,318.8,0.97,80.0,74679.0
20100112:0400,9.61,99.0,0.0,-0.0,0.0,321.4,1.03,86.0,74679.0
20100112:0500,9.46,98.9,0.0,-0.0,0.0,325.4,1.1,92.0,74671.0
20100112:0600,9.38,99.1,0.0,-0.0,0.0,336.8,1.03,94.0,74627.0
20100112:0700,9.51,99.25,0.0,-0.0,0.0,341.8,0.83,92.0,74583.0
20100112:0800,9.21,99.5,0.0,-0.0,0.0,329.0,1.03,91.0,74532.0
20100112:0900,8.85,98.7,0.0,-0.0,0.0,322.4,1.24,90.0,74525.0
20100112:1000,8.77,98.5,0.0,-0.0,0.0,329.6,1.31,88.0,74517.0
20100112:1100,8.88,97.95,0.0,-0.0,0.0,348.0,1.31,96.0,74583.0
20100112:1200,9.19,96.05,153.0,511.76,55.0,351.2,1.24,99.0,74613.0
20100112:1300,10.87,89.9,411.0,789.51,82.0,351.4,1.17,104.0,74664.0
20100112:1400,13.95,69.15,653.0,907.64,98.0,326.8,0.76,130.0,74657.0
20100112:1500,16.48,52.95,847.0,967.86,109.0,311.0,0.62,235.0,74569.0
20100112:1600,17.85,50.8,974.0,999.41,115.0,315.2,0.9,262.0,74495.0
20100112:1700,19.05,47.05,1022.0,1010.18,117.0,331.0,0.76,266.0,74393.0
20100112:1800,19.77,46.5,781.0,394.65,438.0,327.2,1.17,279.0,74283.0
20100112:1900,19.3,48.7,734.0,476.25,362.0,334.8,1.03,288.0,74224.0
20100112:2000,18.31,54.55,694.0,929.79,101.0,336.8,1.31,298.0,74188.0
20100112:2100,17.51,59.6,237.0,75.74,203.0,339.2,1.31,299.0,74239.0
20100112:2200,16.08,67.0,204.0,646.37,57.0,326.8,0.97,294.0,74349.0
20100112:2300,14.75,73.6,0.0,-0.0,0.0,332.4,0.69,292.0,74407.0
20100113:0000,13.66,80.2,0.0,-0.0,0.0,330.2,0.48,290.0,74481.0
20100113:0100,12.64,87.15,0.0,-0.0,0.0,325.65,0.21,2.0,74561.0
20100113:0200,11.21,93.7,0.0,-0.0,0.0,309.2,0.76,66.0,74598.0
20100113:0300,10.31,95.45,0.0,-0.0,0.0,307.2,1.03,73.0,74671.0
20100113:0400,9.35,98.4,0.0,-0.0,0.0,315.0,1.03,80.0,74649.0
20100113:0500,8.87,98.5,0.0,-0.0,0.0,311.4,1.1,85.0,74649.0
20100113:0600,8.54,98.7,0.0,-0.0,0.0,312.8,1.03,89.0,74613.0
20100113:0700,8.85,96.55,0.0,-0.0,0.0,330.2,0.97,92.0,74569.0
20100113:0800,8.27,97.85,0.0,-0.0,0.0,315.0,1.1,94.0,74547.0
20100113:0900,8.03,97.85,0.0,-0.0,0.0,314.6,1.17,97.0,74554.0
20100113:1000,8.01,97.5,0.0,-0.0,0.0,318.4,1.24,97.0,74569.0
20100113:1100,8.34,96.65,0.0,-0.0,0.0,334.8,1.24,94.0,74620.0
20100113:1200,8.75,96.4,76.0,36.74,69.0,309.2,1.17,92.0,74671.0
20100113:1300,11.6,85.9,418.0,805.05,83.0,322.8,0.83,98.0,74722.0
20100113:1400,14.35,65.65,659.0,916.02,99.0,336.0,0.48,140.0,74700.0
20100113:1500,15.99,56.15,850.0,971.35,109.0,329.8,0.28,198.0,74679.0
20100113:1600,17.78,46.8,974.0,998.45,115.0,340.4,0.28,164.0,74576.0
20100113:1700,18.45,43.8,1020.0,1006.54,117.0,343.2,0.48,280.0,74451.0
20100113:1800,18.98,44.7,984.0,997.99,115.0,338.6,0.9,294.0,74327.0
20100113:1900,19.11,47.55,870.0,970.65,110.0,355.8,0.76,313.0,74239.0
20100113:2000,18.06,54.15,688.0,919.02,100.0,340.0,1.24,310.0,74195.0
20100113:2100,16.82,61.25,455.0,820.41,85.0,342.8,1.1,306.0,74232.0
20100113:2200,15.54,69.15,201.0,627.74,57.0,331.0,0.76,287.0,74312.0
20100113:2300,13.96,79.25,0.0,-0.0,0.0,329.2,0.28,327.0,74385.0
20100114:0000,12.93,86.35,0.0,-0.0,0.0,323.4,0.55,66.0,74459.0
20100114:0100,11.99,88.7,0.0,-0.0,0.0,320.65,0.97,82.0,74525.0
20100114:0200,11.38,88.4,0.0,-0.0,0.0,326.8,1.1,82.0,74591.0
20100114:0300,10.66,88.15,0.0,-0.0,0.0,315.2,1.24,88.0,74627.0
20100114:0400,9.96,87.65,0.0,-0.0,0.0,308.2,1.31,90.0,74627.0
20100114:0500,9.56,86.8,0.0,-0.0,0.0,314.8,1.38,92.0,74583.0
20100114:0600,9.11,86.0,0.0,-0.0,0.0,310.6,1.45,91.0,74554.0
20100114:0700,9.1,84.3,0.0,-0.0,0.0,309.6,1.31,94.0,74510.0
20100114:0800,8.76,83.3,0.0,-0.0,0.0,311.2,1.38,92.0,74488.0
20100114:0900,8.35,82.65,0.0,-0.0,0.0,304.2,1.45,92.0,74503.0
20100114:1000,8.15,81.7,0.0,-0.0,0.0,308.0,1.52,92.0,74569.0
20100114:1100,7.87,82.35,0.0,-0.0,0.0,302.8,1.59,94.0,74591.0
20100114:1200,8.43,83.3,151.0,506.44,55.0,295.8,1.52,97.0,74664.0
20100114:1300,11.81,71.05,409.0,786.84,82.0,302.4,1.31,106.0,74693.0
20100114:1400,14.4,52.65,649.0,899.77,99.0,310.8,1.03,125.0,74671.0
20100114:1500,16.59,41.6,840.0,957.74,109.0,315.2,0.9,132.0,74547.0
20100114:1600,18.22,36.25,962.0,984.67,114.0,324.6,0.69,127.0,74481.0
20100114:1700,19.49,34.8,1007.0,991.73,116.0,322.0,0.34,125.0,74341.0
20100114:1800,20.27,33.85,539.0,83.68,466.0,323.4,0.21,328.0,74217.0
20100114:1900,20.52,33.4,495.0,100.65,416.0,326.6,0.48,327.0,74129.0
20100114:2000,19.92,37.25,679.0,902.06,100.0,329.2,1.31,329.0,74107.0
20100114:2100,18.37,46.75,449.0,803.43,85.0,323.4,1.24,331.0,74151.0
20100114:2200,16.67,56.0,87.0,0.0,87.0,321.2,0.97,313.0,74239.0
20100114:2300,14.9,66.5,0.0,-0.0,0.0,321.4,0.34,305.0,74341.0
20100115:0000,13.56,74.55,0.0,-0.0,0.0,317.2,0.41,85.0,74429.0
20100115:0100,12.21,79.5,0.0,-0.0,0.0,315.05,0.97,94.0,74495.0
20100115:0200,11.4,81.0,0.0,-0.0,0.0,318.0,1.1,93.0,74554.0
20100115:0300,10.86,80.8,0.0,-0.0,0.0,320.8,1.1,93.0,74583.0
20100115:0400,10.52,79.6,0.0,-0.0,0.0,325.8,1.17,91.0,74620.0
20100115:0500,9.93,79.55,0.0,-0.0,0.0,315.4,1.24,94.0,74605.0
20100115:0600,9.46,78.95,0.0,-0.0,0.0,312.4,1.31,95.0,74583.0
20100115:0700,9.26,78.4,0.0,-0.0,0.0,317.0,1.31,93.0,74554.0
20100115:0800,8.98,77.9,0.0,-0.0,0.0,316.8,1.38,92.0,74539.0
20100115:0900,8.83,76.9,0.0,-0.0,0.0,318.6,1.45,92.0,74525.0
20100115:1000,8.77,75.85,0.0,-0.0,0.0,320.0,1.45,91.0,74547.0
20100115:1100,8.72,76.05,0.0,-0.0,0.0,322.8,1.45,89.0,74598.0
20100115:1200,9.1,77.75,145.0,487.64,53.0,309.8,1.38,89.0,74679.0
20100115:1300,12.31,69.3,398.0,763.66,81.0,311.0,1.24,98.0,74700.0
20100115:1400,15.03,54.5,635.0,878.53,98.0,321.2,1.24,117.0,74664.0
20100115:1500,17.09,47.25,824.0,937.52,108.0,329.6,1.24,122.0,74583.0
20100115:1600,19.19,40.95,591.0,126.43,482.0,327.6,1.31,129.0,74503.0
20100115:1700,20.35,37.05,469.0,43.34,430.0,337.0,0.07,350.0,74378.0
20100115:1800,20.85,37.2,756.0,330.63,467.0,348.0,0.97,330.0,74283.0
20100115:1900,20.25,38.5,437.0,61.01,389.0,357.8,0.48,350.0,74188.0
20100115:2000,19.81,41.5,254.0,20.19,241.0,354.0,1.59,327.0,74173.0
20100115:2100,18.22,51.0,59.0,0.0,59.0,358.6,1.52,316.0,74180.0
20100115:2200,16.86,57.35,199.0,604.38,58.0,352.6,0.97,306.0,74254.0
20100115:2300,15.33,65.3,0.0,-0.0,0.0,342.4,0.34,315.0,74319.0
20100116:0000,14.13,72.45,0.0,-0.0,0.0,334.4,0.62,78.0,74415.0
20100116:0100,13.13,79.05,0.0,-0.0,0.0,333.85,1.03,87.0,74488.0
20100116:0200,12.51,82.4,0.0,-0.0,0.0,337.0,1.17,91.0,74547.0
20100116:0300,12.26,83.35,0.0,-0.0,0.0,347.6,1.17,93.0,74561.0
20100116:0400,11.96,84.65,0.0,-0.0,0.0,345.0,1.17,96.0,74598.0
20100116:0500,11.87,84.5,0.0,-0.0,0.0,353.6,1.1,96.0,74569.0
20100116:0600,11.49,85.8,0.0,-0.0,0.0,345.4,1.03,96.0,74576.0
20100116:0700,11.3,87.45,0.0,-0.0,0.0,349.8,0.9,94.0,74547.0
20100116:0800,10.74,89.7,0.0,-0.0,0.0,330.2,0.97,92.0,74532.0
20100116:0900,10.49,90.25,0.0,-0.0,0.0,335.0,1.1,95.0,74525.0
20100116:1000,10.35,90.05,0.0,-0.0,0.0,337.6,1.1,95.0,74547.0
20100116:1100,10.06,90.85,0.0,-0.0,0.0,330.6,1.17,95.0,74569.0
20100116:1200,10.68,87.4,32.0,0.0,32.0,339.0,1.38,98.0,74627.0
20100116:1300,12.62,78.0,111.0,0.0,111.0,349.6,1.31,109.0,74686.0
20100116:1400,14.89,63.5,191.0,13.09,183.0,351.2,1.72,121.0,74642.0
20100116:1500,17.12,52.15,376.0,39.26,346.0,347.0,2.0,120.0,74554.0
20100116:1600,18.71,45.6,507.0,68.36,448.0,371.2,1.45,121.0,74473.0
20100116:1700,19.82,41.5,994.0,974.31,116.0,371.4,0.62,91.0,74349.0
20100116:1800,20.56,39.8,329.0,21.69,310.0,365.6,1.03,344.0,74239.0
20100116:1900,19.91,43.1,348.0,27.89,326.0,362.6,0.69,4.0,74129.0
20100116:2000,20.25,42.35,462.0,198.15,334.0,358.0,1.1,2.0,74078.0
20100116:2100,19.21,49.2,280.0,142.17,215.0,367.2,1.38,348.0,74092.0
20100116:2200,17.63,58.75,92.0,0.0,92.0,360.2,0.97,344.0,74173.0
20100116:2300,16.09,69.05,0.0,-0.0,0.0,359.0,0.48,357.0,74276.0
20100117:0000,14.72,76.75,0.0,-0.0,0.0,341.0,0.76,74.0,74393.0
20100117:0100,13.82,81.4,0.0,-0.0,0.0,344.85,1.03,92.0,74481.0
20100117:0200,13.45,82.45,0.0,-0.0,0.0,354.6,1.17,95.0,74554.0
20100117:0300,13.2,82.2,0.0,-0.0,0.0,360.4,1.24,98.0,74613.0
20100117:0400,13.11,81.75,0.0,-0.0,0.0,369.0,1.17,101.0,74635.0
20100117:0500,12.91,81.9,0.0,-0.0,0.0,366.2,0.97,104.0,74627.0
20100117:0600,12.57,82.95,0.0,-0.0,0.0,361.6,0.9,100.0,74613.0
20100117:0700,12.31,82.05,0.0,-0.0,0.0,358.4,0.83,98.0,74576.0
20100117:0800,12.06,82.15,0.0,-0.0,0.0,357.2,0.9,98.0,74532.0
20100117:0900,12.01,81.05,0.0,-0.0,0.0,362.4,0.9,100.0,74547.0
20100117:1000,11.85,80.5,0.0,-0.0,0.0,361.2,0.97,104.0,74569.0
20100117:1100,11.6,80.8,0.0,-0.0,0.0,356.8,1.1,100.0,74591.0
20100117:1200,11.65,81.05,144.0,486.57,53.0,341.6,1.17,100.0,74679.0
20100117:1300,13.3,70.85,398.0,762.73,82.0,351.8,1.52,105.0,74686.0
20100117:1400,14.66,61.7,637.0,881.63,98.0,346.0,1.38,114.0,74657.0
20100117:1500,16.49,53.2,828.0,940.12,109.0,360.2,1.31,120.0,74591.0
20100117:1600,18.18,45.65,469.0,50.92,425.0,363.0,1.45,116.0,74481.0
20100117:1700,19.57,40.1,554.0,78.66,483.0,370.4,1.31,114.0,74385.0
20100117:1800,20.3,37.65,746.0,303.12,480.0,368.6,0.41,84.0,74276.0
20100117:1900,19.88,38.25,583.0,188.43,434.0,370.2,0.69,358.0,74202.0
20100117:2000,19.72,40.0,682.0,896.52,101.0,371.6,1.03,5.0,74144.0
20100117:2100,18.84,45.1,454.0,801.33,86.0,365.4,1.03,352.0,74129.0
20100117:2200,17.53,52.8,204.0,611.44,59.0,353.4,0.83,348.0,74195.0
20100117:2300,16.06,63.95,0.0,-0.0,0.0,352.8,0.48,346.0,74297.0
20100118:0000,14.92,72.25,0.0,-0.0,0.0,348.2,0.62,75.0,74407.0
20100118:0100,13.88,78.0,0.0,-0.0,0.0,336.65,1.03,87.0,74503.0
20100118:0200,13.44,78.85,0.0,-0.0,0.0,347.0,1.24,93.0,74561.0
20100118:0300,12.78,79.95,0.0,-0.0,0.0,337.6,1.31,95.0,74642.0
20100118:0400,12.96,77.55,0.0,-0.0,0.0,368.0,1.17,96.0,74635.0
20100118:0500,12.72,77.35,0.0,-0.0,0.0,360.8,1.24,96.0,74657.0
20100118:0600,12.68,76.35,0.0,-0.0,0.0,367.0,1.17,95.0,74605.0
20100118:0700,12.11,78.3,0.0,-0.0,0.0,357.2,0.97,102.0,74583.0
20100118:0800,12.06,77.3,0.0,-0.0,0.0,365.6,0.9,108.0,74554.0
20100118:0900,12.09,77.05,0.0,-0.0,0.0,366.8,0.97,107.0,74561.0
20100118:1000,11.94,77.45,0.0,-0.0,0.0,362.4,1.03,107.0,74613.0
20100118:1100,11.68,78.3,0.0,-0.0,0.0,356.4,1.1,103.0,74642.0
20100118:1200,11.8,78.1,143.0,483.14,53.0,352.8,1.24,104.0,74715.0
20100118:1300,12.78,71.25,396.0,758.48,82.0,367.4,1.38,111.0,74737.0
20100118:1400,14.65,59.55,635.0,876.51,99.0,346.6,1.03,128.0,74700.0
20100118:1500,16.59,50.85,827.0,938.06,109.0,337.0,0.62,156.0,74591.0
20100118:1600,18.18,45.7,239.0,17.34,224.0,348.0,0.41,148.0,74503.0
20100118:1700,19.83,39.85,450.0,48.67,406.0,338.0,0.55,128.0,74334.0
20100118:1800,20.92,35.75,970.0,971.21,116.0,349.2,0.0,50.0,74217.0
20100118:1900,20.46,39.05,861.0,946.11,111.0,365.6,1.45,327.0,74158.0
20100118:2000,19.15,45.7,390.0,98.44,326.0,356.4,1.59,339.0,74195.0
20100118:2100,17.78,54.15,217.0,43.36,197.0,369.0,1.17,332.0,74188.0
20100118:2200,16.89,59.7,102.0,20.92,97.0,345.6,0.69,347.0,74254.0
20100118:2300,15.77,66.55,0.0,-0.0,0.0,349.6,0.41,3.0,74327.0
20100119:0000,14.58,74.65,0.0,-0.0,0.0,335.0,0.55,45.0,74371.0
20100119:0100,13.75,79.25,0.0,-0.0,0.0,340.05,0.9,77.0,74444.0
20100119:0200,13.18,80.65,0.0,-0.0,0.0,341.4,1.17,86.0,74532.0
20100119:0300,12.61,81.55,0.0,-0.0,0.0,336.6,1.17,84.0,74569.0
20100119:0400,12.27,81.95,0.0,-0.0,0.0,342.0,1.03,82.0,74561.0
20100119:0500,11.87,83.0,0.0,-0.0,0.0,339.0,0.97,86.0,74569.0
20100119:0600,11.48,83.85,0.0,-0.0,0.0,335.4,0.97,90.0,74547.0
20100119:0700,11.3,82.95,0.0,-0.0,0.0,337.8,0.97,95.0,74510.0
20100119:0800,11.35,81.8,0.0,-0.0,0.0,347.0,0.9,105.0,74495.0
20100119:0900,11.13,81.55,0.0,-0.0,0.0,340.4,0.97,104.0,74481.0
20100119:1000,10.65,82.8,0.0,-0.0,0.0,326.4,1.1,101.0,74517.0
20100119:1100,10.49,83.1,0.0,-0.0,0.0,330.8,1.17,100.0,74547.0
20100119:1200,10.83,83.45,81.0,59.27,70.0,322.0,1.1,101.0,74598.0
20100119:1300,13.34,71.55,225.0,91.85,187.0,339.8,1.17,110.0,74642.0
20100119:1400,15.62,56.6,157.0,8.17,152.0,331.0,1.03,124.0,74627.0
20100119:1500,17.4,48.35,526.0,140.98,418.0,341.0,1.59,119.0,74569.0
20100119:1600,19.11,41.45,232.0,16.16,218.0,350.0,1.45,115.0,74422.0
20100119:1700,20.66,36.35,375.0,25.4,352.0,355.4,0.83,79.0,74305.0
20100119:1800,21.21,35.2,337.0,21.56,318.0,365.0,1.1,2.0,74151.0
20100119:1900,21.36,33.75,193.0,11.32,184.0,346.8,0.9,4.0,74056.0
20100119:2000,19.69,43.5,494.0,246.85,333.0,349.4,1.66,330.0,74056.0
20100119:2100,18.07,52.3,286.0,144.61,219.0,359.4,1.38,340.0,74078.0
20100119:2200,17.0,58.75,207.0,610.17,60.0,343.0,0.83,329.0,74158.0
20100119:2300,15.59,67.75,0.0,0.0,0.0,345.0,0.55,306.0,74232.0
20100120:0000,14.44,76.75,0.0,-0.0,0.0,329.0,0.28,25.0,74319.0
20100120:0100,13.41,82.8,0.0,-0.0,0.0,328.65,0.83,84.0,74400.0
20100120:0200,12.61,85.3,0.0,-0.0,0.0,328.4,1.03,88.0,74429.0
20100120:0300,12.64,83.35,0.0,-0.0,0.0,349.6,1.03,86.0,74466.0
20100120:0400,11.95,85.4,0.0,-0.0,0.0,331.2,1.1,88.0,74473.0
20100120:0500,11.51,86.5,0.0,-0.0,0.0,332.0,1.1,90.0,74466.0
20100120:0600,11.04,87.6,0.0,-0.0,0.0,325.6,1.03,92.0,74459.0
20100120:0700,10.46,90.25,0.0,-0.0,0.0,322.2,1.03,93.0,74407.0
20100120:0800,10.27,90.15,0.0,-0.0,0.0,327.6,1.17,93.0,74385.0
20100120:0900,9.68,91.5,0.0,-0.0,0.0,306.6,1.31,94.0,74393.0
20100120:1000,9.65,90.9,0.0,-0.0,0.0,333.4,1.38,96.0,74429.0
20100120:1100,9.59,90.75,0.0,-0.0,0.0,336.2,1.45,97.0,74466.0
20100120:1200,9.9,89.45,144.0,486.61,54.0,326.6,1.52,99.0,74503.0
20100120:1300,11.97,79.3,401.0,766.61,84.0,336.0,1.45,108.0,74547.0
20100120:1400,14.52,62.75,642.0,885.67,100.0,319.0,1.24,124.0,74495.0
20100120:1500,16.87,49.65,835.0,944.19,111.0,324.2,1.31,126.0,74393.0
20100120:1600,18.91,40.45,961.0,972.97,117.0,331.4,1.72,123.0,74283.0
20100120:1700,20.44,35.4,1010.0,982.29,119.0,347.0,1.38,130.0,74136.0
20100120:1800,21.48,32.5,979.0,975.15,118.0,340.8,1.1,115.0,74048.0
20100120:1900,21.35,33.9,869.0,948.89,113.0,350.0,0.76,349.0,73975.0
20100120:2000,20.49,39.35,690.0,897.15,103.0,348.8,1.52,344.0,73916.0
20100120:2100,18.59,49.25,461.0,801.55,88.0,360.0,1.31,0.0,73946.0
20100120:2200,17.3,55.2,209.0,609.63,61.0,339.2,1.03,12.0,74063.0
20100120:2300,16.05,62.85,0.0,0.0,0.0,341.8,0.55,22.0,74144.0
20100121:0000,14.95,69.35,0.0,-0.0,0.0,337.4,0.83,82.0,74217.0
20100121:0100,14.05,72.95,0.0,-0.0,0.0,341.45,1.1,90.0,74283.0
20100121:0200,13.13,75.4,0.0,-0.0,0.0,331.4,1.17,89.0,74349.0
20100121:0300,12.31,76.95,0.0,-0.0,0.0,324.6,1.31,89.0,74378.0
20100121:0400,11.71,77.35,0.0,-0.0,0.0,324.2,1.38,88.0,74400.0
20100121:0500,11.34,76.85,0.0,-0.0,0.0,327.2,1.38,92.0,74407.0
20100121:0600,11.02,76.4,0.0,-0.0,0.0,326.6,1.38,99.0,74393.0
20100121:0700,11.31,74.7,0.0,-0.0,0.0,345.0,1.17,104.0,74349.0
20100121:0800,11.05,74.5,0.0,-0.0,0.0,339.6,1.24,103.0,74305.0
20100121:0900,10.83,74.75,0.0,-0.0,0.0,336.8,1.31,102.0,74327.0
20100121:1000,10.34,76.7,0.0,-0.0,0.0,322.6,1.38,99.0,74385.0
20100121:1100,10.05,78.65,0.0,-0.0,0.0,323.8,1.38,100.0,74451.0
20100121:1200,10.44,79.4,142.0,477.31,54.0,319.4,1.38,100.0,74525.0
20100121:1300,12.92,66.6,400.0,764.47,84.0,330.8,1.45,108.0,74547.0
20100121:1400,15.08,50.35,642.0,883.59,101.0,318.2,1.38,117.0,74525.0
20100121:1500,17.03,42.6,835.0,941.94,112.0,325.0,1.52,119.0,74415.0
20100121:1600,18.88,38.3,961.0,970.48,118.0,330.6,1.38,119.0,74319.0
20100121:1700,20.6,34.75,1009.0,978.4,120.0,340.2,0.9,129.0,74173.0
20100121:1800,21.2,33.4,978.0,970.86,119.0,339.4,0.14,231.0,74078.0
20100121:1900,21.7,31.9,423.0,50.08,383.0,346.0,0.62,91.0,73990.0
20100121:2000,21.5,32.2,296.0,31.99,275.0,342.0,1.03,8.0,73946.0
20100121:2100,20.45,36.5,461.0,795.96,89.0,350.6,1.38,353.0,73960.0
20100121:2200,18.77,44.75,209.0,600.98,62.0,341.2,1.1,348.0,74100.0
20100121:2300,16.85,55.9,0.0,0.0,0.0,327.0,0.55,359.0,74188.0
20100122:0000,15.26,64.15,0.0,-0.0,0.0,322.2,1.03,78.0,74297.0
20100122:0100,13.7,70.85,0.0,-0.0,0.0,318.05,1.31,91.0,74371.0
20100122:0200,13.08,71.55,0.0,-0.0,0.0,328.6,1.45,93.0,74473.0
20100122:0300,12.68,70.65,0.0,-0.0,0.0,337.2,1.52,90.0,74510.0
20100122:0400,12.23,70.45,0.0,-0.0,0.0,335.4,1.45,90.0,74539.0
20100122:0500,11.69,71.45,0.0,-0.0,0.0,331.2,1.31,90.0,74532.0
20100122:0600,11.18,73.1,0.0,-0.0,0.0,329.4,1.1,90.0,74503.0
20100122:0700,11.2,71.35,0.0,-0.0,0.0,334.4,1.17,109.0,74437.0
20100122:0800,11.06,71.75,0.0,-0.0,0.0,336.8,1.31,104.0,74378.0
20100122:0900,10.69,73.8,0.0,-0.0,0.0,328.2,1.24,103.0,74400.0
20100122:1000,10.33,75.8,0.0,-0.0,0.0,323.8,1.24,102.0,74459.0
20100122:1100,10.27,77.05,0.0,-0.0,0.0,331.4,1.24,100.0,74525.0
20100122:1200,10.79,77.5,125.0,348.13,61.0,330.4,1.1,98.0,74583.0
20100122:1300,13.31,67.1,355.0,529.94,136.0,329.6,1.03,107.0,74620.0
20100122:1400,15.53,52.55,553.0,494.59,250.0,339.6,0.97,121.0,74605.0
20100122:1500,16.72,47.9,736.0,465.92,378.0,355.6,0.9,123.0,74495.0
20100122:1600,18.33,42.9,819.0,398.91,472.0,363.4,0.48,178.0,74407.0
20100122:1700,19.6,39.3,877.0,390.02,522.0,365.8,0.76,219.0,74305.0
20100122:1800,20.19,38.3,744.0,286.47,490.0,353.6,0.97,270.0,74188.0
20100122:1900,20.54,38.95,577.0,169.84,441.0,349.6,1.31,280.0,74107.0
20100122:2000,19.51,44.95,494.0,236.92,338.0,358.2,1.31,298.0,74070.0
20100122:2100,18.2,53.7,370.0,364.33,199.0,348.4,1.17,282.0,74107.0
20100122:2200,17.04,59.95,170.0,320.61,91.0,366.4,0.97,272.0,74224.0
20100122:2300,15.77,66.75,0.0,0.0,0.0,360.2,0.62,278.0,74268.0
20100123:0000,14.82,73.9,0.0,-0.0,0.0,348.0,0.34,321.0,74349.0
20100123:0100,14.24,79.95,0.0,-0.0,0.0,349.85,0.48,24.0,74437.0
20100123:0200,13.58,83.7,0.0,-0.0,0.0,347.8,0.69,60.0,74503.0
20100123:0300,12.79,87.75,0.0,-0.0,0.0,346.6,0.76,66.0,74554.0
20100123:0400,11.74,94.45,0.0,-0.0,0.0,339.8,0.97,69.0,74583.0
20100123:0500,11.52,98.35,0.0,-0.0,0.0,354.6,0.83,73.0,74576.0
20100123:0600,11.29,98.65,0.0,-0.0,0.0,359.8,0.76,74.0,74561.0
20100123:0700,11.5,94.0,0.0,-0.0,0.0,358.8,0.83,77.0,74488.0
20100123:0800,11.17,96.0,0.0,-0.0,0.0,349.0,0.62,80.0,74429.0
